npi,first_name,minit,last_name,address1,city,state,zip,specialty,degree,can_share,can_contact,bzs_hcp_priority,neurexa_target
4917427020,HCP08843,,Prescriber7020,7120 Main St,Charlotte,NC,28277,FM,DO,Y,Y,,Y
4917964494,HCP08844,,Prescriber4494,4594 Main St,Salisbury,NC,28144,P,PA,Y,Y,,Y
4918013226,HCP08845,,Prescriber3226,3326 Main St,Huntington,NY,11743,PD,NP,Y,Y,,Y
4918658625,HCP08846,,Prescriber8625,8725 Main St,Crystal Lake,IL,60014,P,NP,Y,Y,,Y
4918853559,HCP08847,,Prescriber3559,3659 Main St,Edmond,OK,73003,PD,MD,Y,Y,,Y
4918983667,HCP08848,,Prescriber3667,3767 Main St,Caldwell,ID,83605,GP,PA,Y,Y,,Y
4919370422,HCP08849,,Prescriber0422,522 Main St,Atlanta,GA,30331,PD,MD,Y,Y,,Y
4920150910,HCP08850,,Prescriber0910,1010 Main St,New York,NY,10016,NEP,MD,Y,Y,,Y
4920367214,HCP08851,,Prescriber7214,7314 Main St,New Orleans,LA,70112,GP,RN,Y,Y,,Y
4921056719,HCP08852,,Prescriber6719,6819 Main St,New Orleans,LA,70112,OTO,MD,Y,Y,,Y
4921410722,HCP08853,,Prescriber0722,822 Main St,Clearwater,FL,33756,P,MD,Y,Y,,Y
4922346460,HCP08854,,Prescriber6460,6560 Main St,Desoto,TX,75115,PD,MD,Y,Y,,Y
4922808256,HCP08855,,Prescriber8256,8356 Main St,Indianapolis,IN,46250,P,NP,Y,Y,,Y
4923348891,HCP08856,,Prescriber8891,8991 Main St,Matthews,NC,28105,PD,MD,Y,Y,,Y
4923944957,HCP08857,,Prescriber4957,5057 Main St,Montgomery,AL,36117,P,MD,Y,Y,,Y
4925002288,HCP08858,,Prescriber2288,2388 Main St,Houston,TX,77030,NPM,APRN,Y,Y,,Y
4925358934,HCP08859,,Prescriber8934,9034 Main St,Atlanta,GA,30322,FM,NP,Y,Y,,Y
4925762751,HCP08860,,Prescriber2751,2851 Main St,Raleigh,NC,27609,P,NP,Y,Y,,Y
4926106266,HCP08861,,Prescriber6266,6366 Main St,Houston,TX,77030,EM,NP,Y,Y,,Y
4926354060,HCP08862,,Prescriber4060,4160 Main St,Houston,TX,77030,FM,MD,Y,Y,,Y
4927072427,HCP08863,,Prescriber2427,2527 Main St,Charlotte,NC,28204,P,PA,Y,Y,,Y
4927590641,HCP08864,,Prescriber0641,741 Main St,Houston,TX,77030,U,MD,Y,Y,,Y
4927603509,HCP08865,,Prescriber3509,3609 Main St,Cincinnati,OH,45229,PD,NP,Y,Y,,Y
4927730000,HCP08866,,Prescriber0000,100 Main St,Cocoa,FL,32922,IM,MD,Y,Y,,Y
4928175228,HCP08867,,Prescriber5228,5328 Main St,Dallas,TX,75235,PMM,MD,Y,Y,,Y
4928837577,HCP08868,,Prescriber7577,7677 Main St,Houston,TX,77030,FM,NP,Y,Y,,Y
4929327098,HCP08869,,Prescriber7098,7198 Main St,New Port Richey,FL,34655,PD,MD,Y,Y,,Y
4930600524,HCP08870,,Prescriber0524,624 Main St,Miller Place,NY,11764,PD,MD,Y,Y,,Y
4931052031,HCP08871,,Prescriber2031,2131 Main St,Durham,NC,27705,FM,NP,Y,Y,,Y
4931481119,HCP08872,,Prescriber1119,1219 Main St,Bellevue,WA,98004,CHP,MD,Y,Y,,Y
4931674466,HCP08873,,Prescriber4466,4566 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
4931712742,HCP08874,,Prescriber2742,2842 Main St,Nixa,MO,65714,IM,DO,Y,Y,,Y
4933068761,HCP08875,,Prescriber8761,8861 Main St,Avon,OH,44011,PD,MD,Y,Y,,Y
4933255102,HCP08876,,Prescriber5102,5202 Main St,Houston,TX,77030,P,MD,Y,Y,,Y
4934372991,HCP08877,,Prescriber2991,3091 Main St,Atlanta,GA,30322,EM,MD,Y,Y,,Y
4934824487,HCP08878,,Prescriber4487,4587 Main St,Houston,TX,77030,AN,APRN,Y,Y,,Y
4935236496,HCP08879,,Prescriber6496,6596 Main St,Houston,TX,77030,IM,MD,Y,Y,,Y
4935798720,HCP08880,,Prescriber8720,8820 Main St,Lake Mary,FL,32746,P,MD,Y,Y,,Y
4936022550,HCP08881,,Prescriber2550,2650 Main St,Huntington,WV,25705,P,MD,Y,Y,,Y
4936775181,HCP08882,,Prescriber5181,5281 Main St,Charlotte,NC,28211,GP,NP,Y,Y,,Y
4936962926,HCP08883,,Prescriber2926,3026 Main St,Houston,TX,77030,DEN,DDS,Y,Y,,Y
4938736858,HCP08884,,Prescriber6858,6958 Main St,Chicago,IL,60612,PD,NP,Y,Y,,Y
4939138515,HCP08885,,Prescriber8515,8615 Main St,Houston,TX,77030,FM,MD,Y,Y,,Y
4939450833,HCP08886,,Prescriber0833,933 Main St,Houston,TX,77030,FM,MD,Y,Y,,Y
4939998148,HCP08887,,Prescriber8148,8248 Main St,Huntersville,NC,28078,FM,MD,Y,Y,,Y
4940983087,HCP08888,,Prescriber3087,3187 Main St,Wichita,KS,67235,GP,PA,Y,Y,,Y
4941261705,HCP08889,,Prescriber1705,1805 Main St,Houston,TX,77030,OSG,MD,Y,Y,,Y
4941941160,HCP08890,,Prescriber1160,1260 Main St,Houston,TX,77030,IM,MD,Y,Y,,Y
4942460806,HCP08891,,Prescriber0806,906 Main St,Westchester,IL,60154,P,MD,Y,Y,,Y
4943391260,HCP08892,,Prescriber1260,1360 Main St,Houston,TX,77030,ORS,MD,Y,Y,,Y
4943906828,HCP08893,,Prescriber6828,6928 Main St,Houston,TX,77030,PD,NP,Y,Y,,Y
4944957259,HCP08894,,Prescriber7259,7359 Main St,New York,NY,10016,IM,MD,Y,Y,,Y
4945181067,HCP08895,,Prescriber1067,1167 Main St,Atlanta,GA,30322,HOS,MD,Y,Y,,Y
4945488601,HCP08896,,Prescriber8601,8701 Main St,Phoenix,AZ,85016,AN,MD,Y,Y,,Y
4945667023,HCP08897,,Prescriber7023,7123 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
4945801689,HCP08898,,Prescriber1689,1789 Main St,Mount Pleasant,TN,38474,P,NP,Y,Y,,Y
4945848620,HCP08899,,Prescriber8620,8720 Main St,New Hyde Park,NY,11042,PD,MD,Y,Y,,Y
4946537631,HCP08900,,Prescriber7631,7731 Main St,Davidson,NC,28036,P,PA,Y,Y,,Y
4947050620,HCP08901,,Prescriber0620,720 Main St,Augusta,GA,30909,PD,MD,Y,Y,,Y
4947148377,HCP08902,,Prescriber8377,8477 Main St,New York,NY,10016,GS,PA,Y,Y,,Y
4947277513,HCP08903,,Prescriber7513,7613 Main St,Houston,TX,77030,GP,PA,Y,Y,,Y
4947704272,HCP08904,,Prescriber4272,4372 Main St,Houston,TX,77030,GP,NP,Y,Y,,Y
4948065073,HCP08905,,Prescriber5073,5173 Main St,Tucson,AZ,85743,FM,MD,Y,Y,,Y
4948514310,HCP08906,,Prescriber4310,4410 Main St,Athens,GA,30605,FM,MD,Y,Y,,Y
4948624703,HCP08907,,Prescriber4703,4803 Main St,Columbus,OH,43205,CHN,DO,Y,Y,,Y
4948635024,HCP08908,,Prescriber5024,5124 Main St,Houston,TX,77030,OM,PA,Y,Y,,Y
4949354931,HCP08909,,Prescriber4931,5031 Main St,Charlotte,NC,28277,PD,MD,Y,Y,,Y
4950005154,HCP08910,,Prescriber5154,5254 Main St,Atlanta,GA,30322,PD,MD,Y,Y,,Y
4950610280,HCP08911,,Prescriber0280,380 Main St,Chicago,IL,60614,FM,NP,Y,Y,,Y
4952077065,HCP08912,,Prescriber7065,7165 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
4952186459,HCP08913,,Prescriber6459,6559 Main St,Gainesville,FL,32653,PD,MD,Y,Y,,Y
4952211613,HCP08914,,Prescriber1613,1713 Main St,Rochester,NY,14623,P,NP,Y,Y,,Y
4952350855,HCP08915,,Prescriber0855,955 Main St,Houston,TX,77030,AN,MD,Y,Y,,Y
4953335841,HCP08916,,Prescriber5841,5941 Main St,Harrisburg,NC,28075,PUD,MD,Y,Y,,Y
4954048183,HCP08917,,Prescriber8183,8283 Main St,Houston,TX,77030,IM,MD,Y,Y,,Y
4954302059,HCP08918,,Prescriber2059,2159 Main St,Houston,TX,77030,GP,PA,Y,Y,,Y
4954504513,HCP08919,,Prescriber4513,4613 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
4954809769,HCP08920,,Prescriber9769,869 Main St,Huntersville,NC,28078,IM,MD,Y,Y,,Y
4954852651,HCP08921,,Prescriber2651,2751 Main St,Houston,TX,77030,GP,PA,Y,Y,,Y
4956769224,HCP08922,,Prescriber9224,324 Main St,Miami,FL,33136,EM,MD,Y,Y,,Y
4957509250,HCP08923,,Prescriber9250,350 Main St,Houston,TX,77030,P,NP,Y,Y,,Y
4958016841,HCP08924,,Prescriber6841,6941 Main St,Charleston,SC,29425,OBG,MD,Y,Y,,Y
4958069789,HCP08925,,Prescriber9789,889 Main St,Houston,TX,77030,DEN,DDS,Y,Y,,Y
4958548101,HCP08926,,Prescriber8101,8201 Main St,Miami,FL,33136,GP,DO,Y,Y,,Y
4958800129,HCP08927,,Prescriber0129,229 Main St,Houston,TX,77030,OBG,MD,Y,Y,,Y
4959152807,HCP08928,,Prescriber2807,2907 Main St,Chicago,IL,60612,FM,NP,Y,Y,,Y
4959977289,HCP08929,,Prescriber7289,7389 Main St,Houston,TX,77030,PD,NP,Y,Y,,Y
4960200179,HCP08930,,Prescriber0179,279 Main St,New York,NY,10016,END,MD,Y,Y,,Y
4960775843,HCP08931,,Prescriber5843,5943 Main St,Houston,TX,77030,CG,MD,Y,Y,,Y
4960953759,HCP08932,,Prescriber3759,3859 Main St,Allison,IA,50602,FM,NP,Y,Y,,Y
4961460522,HCP08933,,Prescriber0522,622 Main St,Houston,TX,77030,PHT,PT,Y,Y,,Y
4961487586,HCP08934,,Prescriber7586,7686 Main St,Long Beach,CA,90806,PD,DO,Y,Y,,Y
4962914044,HCP08935,,Prescriber4044,4144 Main St,Houston,TX,77030,GP,NP,Y,Y,,Y
4965098724,HCP08936,,Prescriber8724,8824 Main St,Hiram,GA,30141,PD,MD,Y,Y,,Y
4965357063,HCP08937,,Prescriber7063,7163 Main St,Tulsa,OK,74133,PD,DO,Y,Y,,Y
4965389569,HCP08938,,Prescriber9569,669 Main St,Goodlettsville,TN,37072,PD,MD,Y,Y,,Y
4965726814,HCP08939,,Prescriber6814,6914 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
4966008311,HCP08940,,Prescriber8311,8411 Main St,Long Beach,CA,90815,P,NP,Y,Y,,Y
4966280014,HCP08941,,Prescriber0014,114 Main St,Omaha,NE,68198,GS,PA,Y,Y,,Y
4966480146,HCP08942,,Prescriber0146,246 Main St,Phoenix,AZ,85016,D,DO,Y,Y,,Y
4966517554,HCP08943,,Prescriber7554,7654 Main St,Milwaukee,WI,53226,P,MD,Y,Y,,Y
4966757903,HCP08944,,Prescriber7903,8003 Main St,Phoenix,AZ,85020,P,NP,Y,Y,,Y
4967768038,HCP08945,,Prescriber8038,8138 Main St,Houston,TX,77030,GP,PA,Y,Y,,Y
4969622317,HCP08946,,Prescriber2317,2417 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
4970060905,HCP08947,,Prescriber0905,1005 Main St,Duluth,GA,30097,ID,MD,Y,Y,,Y
4970102464,HCP08948,,Prescriber2464,2564 Main St,Rochester,MI,48307,GP,NP,Y,Y,,Y
4970468069,HCP08949,,Prescriber8069,8169 Main St,Houston,TX,77030,AMD,MD,Y,Y,,Y
4970507729,HCP08950,,Prescriber7729,7829 Main St,Houston,TX,77030,OBG,RN,Y,Y,,Y
4970618871,HCP08951,,Prescriber8871,8971 Main St,Bethel Park,PA,15102,GP,PA,Y,Y,,Y
4971035107,HCP08952,,Prescriber5107,5207 Main St,Rochester,MI,48307,GP,PA,Y,Y,,Y
4971865351,HCP08953,,Prescriber5351,5451 Main St,Huntersville,NC,28078,IM,MD,Y,Y,,Y
4972412040,HCP08954,,Prescriber2040,2140 Main St,Greenville,SC,29607,PD,MD,Y,Y,,Y
4972758633,HCP08955,,Prescriber8633,8733 Main St,Houston,TX,77030,IM,PA,Y,Y,,Y
4973782828,HCP08956,,Prescriber2828,2928 Main St,Iowa City,IA,52242,FM,MD,Y,Y,,Y
4973848557,HCP08957,,Prescriber8557,8657 Main St,Houston,TX,77030,FM,NP,Y,Y,,Y
4974114819,HCP08958,,Prescriber4819,4919 Main St,Rock Hill,SC,29732,PD,MD,Y,Y,,Y
4975348278,HCP08959,,Prescriber8278,8378 Main St,Toledo,OH,43617,PD,MD,Y,Y,,Y
4975393079,HCP08960,,Prescriber3079,3179 Main St,Omaha,NE,68198,DEN,DDS,Y,Y,,Y
4975467180,HCP08961,,Prescriber7180,7280 Main St,Suwanee,GA,30024,CHP,MD,Y,Y,,Y
4976369510,HCP08962,,Prescriber9510,610 Main St,Atlanta,GA,30322,P,MD,Y,Y,,Y
4976664530,HCP08963,,Prescriber4530,4630 Main St,Houston,TX,77030,AI,MD,Y,Y,,Y
4978458564,HCP08964,,Prescriber8564,8664 Main St,Columbus,GA,31904,PD,MD,Y,Y,,Y
4979424569,HCP08965,,Prescriber4569,4669 Main St,Grants Pass,OR,97526,P,NP,Y,Y,,Y
4979720268,HCP08966,,Prescriber0268,368 Main St,Baton Rouge,LA,70808,IM,MD,Y,Y,,Y
4980015677,HCP08967,,Prescriber5677,5777 Main St,Houston,TX,77030,AI,MD,Y,Y,,Y
4980074369,HCP08968,,Prescriber4369,4469 Main St,Orlando,FL,32835,PD,MD,Y,Y,,Y
4980132897,HCP08969,,Prescriber2897,2997 Main St,Houston,TX,77030,IM,MD,Y,Y,,Y
4980302525,HCP08970,,Prescriber2525,2625 Main St,Kansas City,KS,66160,ADU,NP,Y,Y,,Y
4980457819,HCP08971,,Prescriber7819,7919 Main St,Houston,TX,77030,DR,MD,Y,Y,,Y
4980592200,HCP08972,,Prescriber2200,2300 Main St,Indianapolis,IN,46202,GP,DO,Y,Y,,Y
4980998273,HCP08973,,Prescriber8273,8373 Main St,Marietta,GA,30068,FM,MD,Y,Y,,Y
4981684419,HCP08974,,Prescriber4419,4519 Main St,Houston,TX,77030,IMG,MD,Y,Y,,Y
4984422746,HCP08975,,Prescriber2746,2846 Main St,Houston,TX,77030,OPH,MD,Y,Y,,Y
4984659829,HCP08976,,Prescriber9829,929 Main St,Phoenix,AZ,85016,FM,NP,Y,Y,,Y
4984708845,HCP08977,,Prescriber8845,8945 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
4985440818,HCP08978,,Prescriber0818,918 Main St,Houston,TX,77030,D,MD,Y,Y,,Y
4985667825,HCP08979,,Prescriber7825,7925 Main St,Houston,TX,77030,OPT,OD,Y,Y,,Y
4988585180,HCP08980,,Prescriber5180,5280 Main St,Philadelphia,PA,19104,AN,NP,Y,Y,,Y
4989564441,HCP08981,,Prescriber4441,4541 Main St,Nashville,TN,37232,P,MD,Y,Y,,Y
4990087716,HCP08982,,Prescriber7716,7816 Main St,Columbus,GA,31901,P,MD,Y,Y,,Y
4990521297,HCP08983,,Prescriber1297,1397 Main St,Greensburg,PA,15601,PD,NP,Y,Y,,Y
4990723164,HCP08984,,Prescriber3164,3264 Main St,Birmingham,AL,35233,IM,MD,Y,Y,,Y
4990803013,HCP08985,,Prescriber3013,3113 Main St,Fayetteville,NC,28305,PD,MD,Y,Y,,Y
4990954034,HCP08986,,Prescriber4034,4134 Main St,Mount Sterling,KY,40353,P,NP,Y,Y,,Y
4991018940,HCP08987,,Prescriber8940,9040 Main St,Atlanta,GA,30322,AC,NP,Y,Y,,Y
4992680715,HCP08988,,Prescriber0715,815 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
4993028391,HCP08989,,Prescriber8391,8491 Main St,Laguna Niguel,CA,92677,P,MD,Y,Y,,Y
4994040301,HCP08990,,Prescriber0301,401 Main St,Wake Forest,NC,27587,PD,NP,Y,Y,,Y
4997277025,HCP08991,,Prescriber7025,7125 Main St,Henrico,VA,23229,FM,MD,Y,Y,,Y
4998311465,HCP08992,,Prescriber1465,1565 Main St,Houston,TX,77030,OTO,MD,Y,Y,,Y
4998583866,HCP08993,,Prescriber3866,3966 Main St,Iowa City,IA,52242,P,MD,Y,Y,,Y
4998675303,HCP08994,,Prescriber5303,5403 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
4999478257,HCP08995,,Prescriber8257,8357 Main St,Philadelphia,PA,19104,GP,NP,Y,Y,,Y
5000125384,HCP08996,,Prescriber5384,5484 Main St,Houston,TX,77030,FSM,MD,Y,Y,,Y
5001135541,HCP08997,,Prescriber5541,5641 Main St,Houston,TX,77030,PTH,MD,Y,Y,,Y
5001307772,HCP08998,,Prescriber7772,7872 Main St,Mckinney,TX,75071,FM,MD,Y,Y,,Y
5003042691,HCP08999,,Prescriber2691,2791 Main St,Conroe,TX,77304,FM,DO,Y,Y,,Y
5003127211,HCP09000,,Prescriber7211,7311 Main St,Huntersville,NC,28078,PD,MD,Y,Y,,Y
5003843401,HCP09001,,Prescriber3401,3501 Main St,Houston,TX,77030,OTO,MD,Y,Y,,Y
5004038821,HCP09002,,Prescriber8821,8921 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
5005848279,HCP09003,,Prescriber8279,8379 Main St,Cincinnati,OH,45219,GP,MD,Y,Y,,Y
5006462939,HCP09004,,Prescriber2939,3039 Main St,Champaign,IL,61822,IM,MD,Y,Y,,Y
5006675680,HCP09005,,Prescriber5680,5780 Main St,West Bloomfield,MI,48322,PD,MD,Y,Y,,Y
5007176550,HCP09006,,Prescriber6550,6650 Main St,Durham,NC,27705,PMD,PA,Y,Y,,Y
5007444750,HCP09007,,Prescriber4750,4850 Main St,Houston,TX,77030,N,NP,Y,Y,,Y
5007608446,HCP09008,,Prescriber8446,8546 Main St,Louisville,KY,40202,R,MD,Y,Y,,Y
5008258481,HCP09009,,Prescriber8481,8581 Main St,Annapolis,MD,21401,PD,NP,Y,Y,,Y
5008465400,HCP09010,,Prescriber5400,5500 Main St,Houston,TX,77030,FM,NP,Y,Y,,Y
5008562648,HCP09011,,Prescriber2648,2748 Main St,Dripping Springs,TX,78620,P,NP,Y,Y,,Y
5008998846,HCP09012,,Prescriber8846,8946 Main St,Phoenix,AZ,85014,HOS,MD,Y,Y,,Y
5009662215,HCP09013,,Prescriber2215,2315 Main St,Denver,NC,28037,IM,NP,Y,Y,,Y
5010233696,HCP09014,,Prescriber3696,3796 Main St,Houston,TX,77030,P,MD,Y,Y,,Y
5012302738,HCP09015,,Prescriber2738,2838 Main St,Lutherville Timonium,MD,21093,GS,PA,Y,Y,,Y
5013939200,HCP09016,,Prescriber9200,300 Main St,Baton Rouge,LA,70806,P,MD,Y,Y,,Y
5014461467,HCP09017,,Prescriber1467,1567 Main St,Tulsa,OK,74136,PD,MD,Y,Y,,Y
5014467676,HCP09018,,Prescriber7676,7776 Main St,Houston,TX,77030,GYN,PA,Y,Y,,Y
5015125353,HCP09019,,Prescriber5353,5453 Main St,Baltimore,MD,21224,GP,NP,Y,Y,,Y
5016581401,HCP09020,,Prescriber1401,1501 Main St,Birmingham,AL,35233,PD,NP,Y,Y,,Y
5016883199,HCP09021,,Prescriber3199,3299 Main St,Charlotte,NC,28211,PD,MD,Y,Y,,Y
5017227059,HCP09022,,Prescriber7059,7159 Main St,Houston,TX,77030,R,MD,Y,Y,,Y
5017312860,HCP09023,,Prescriber2860,2960 Main St,Buffalo,NY,14217,P,NP,Y,Y,,Y
5017730493,HCP09024,,Prescriber0493,593 Main St,Charleston,SC,29425,PD,MD,Y,Y,,Y
5018273181,HCP09025,,Prescriber3181,3281 Main St,Jackson,OH,45640,FM,DO,Y,Y,,Y
5018353197,HCP09026,,Prescriber3197,3297 Main St,Houston,TX,77030,U,NP,Y,Y,,Y
5019001307,HCP09027,,Prescriber1307,1407 Main St,Conyers,GA,30013,FM,MD,Y,Y,,Y
5020371779,HCP09028,,Prescriber1779,1879 Main St,Greenville,MS,38701,FM,NP,Y,Y,,Y
5021101239,HCP09029,,Prescriber1239,1339 Main St,Pascagoula,MS,39567,P,NP,Y,Y,,Y
5024443690,HCP09030,,Prescriber3690,3790 Main St,Louisville,KY,40202,DEN,DMD,Y,Y,,Y
5025670409,HCP09031,,Prescriber0409,509 Main St,Houston,TX,77030,PD,RN,Y,Y,,Y
5025820023,HCP09032,,Prescriber0023,123 Main St,Houston,TX,77030,PD,NP,Y,Y,,Y
5026263975,HCP09033,,Prescriber3975,4075 Main St,Fishers,IN,46037,PD,MD,Y,Y,,Y
5026298450,HCP09034,,Prescriber8450,8550 Main St,Houston,TX,77030,PMR,MD,Y,Y,,Y
5026927803,HCP09035,,Prescriber7803,7903 Main St,Huntsville,AL,35801,FM,NP,Y,Y,,Y
5027243395,HCP09036,,Prescriber3395,3495 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
5027660165,HCP09037,,Prescriber0165,265 Main St,Houston,TX,77030,DR,MD,Y,Y,,Y
5027663186,HCP09038,,Prescriber3186,3286 Main St,Houston,TX,77030,OTO,MD,Y,Y,,Y
5028333309,HCP09039,,Prescriber3309,3409 Main St,Indianapolis,IN,46202,RHU,MD,Y,Y,,Y
5028981771,HCP09040,,Prescriber1771,1871 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
5029296310,HCP09041,,Prescriber6310,6410 Main St,Wilmington,NC,28401,PD,MD,Y,Y,,Y
5029757171,HCP09042,,Prescriber7171,7271 Main St,Englewood,CO,80111,FM,MD,Y,Y,,Y
5030529243,HCP09043,,Prescriber9243,343 Main St,Columbia,MD,21045,P,NP,Y,Y,,Y
5030598910,HCP09044,,Prescriber8910,9010 Main St,Charleston,SC,29425,FM,MD,Y,Y,,Y
5030914014,HCP09045,,Prescriber4014,4114 Main St,Oklahoma City,OK,73139,PD,MD,Y,Y,,Y
5031191736,HCP09046,,Prescriber1736,1836 Main St,Wilmington,NC,28401,PD,MD,Y,Y,,Y
5033021967,HCP09047,,Prescriber1967,2067 Main St,Irmo,SC,29063,PD,MD,Y,Y,,Y
5033777259,HCP09048,,Prescriber7259,7359 Main St,Leander,TX,78641,IM,MD,Y,Y,,Y
5034478479,HCP09049,,Prescriber8479,8579 Main St,Houston,TX,77030,FM,DO,Y,Y,,Y
5035008788,HCP09050,,Prescriber8788,8888 Main St,Fishers,IN,46037,FM,MD,Y,Y,,Y
5036541952,HCP09051,,Prescriber1952,2052 Main St,Spring,TX,77380,IM,MD,Y,Y,,Y
5037363271,HCP09052,,Prescriber3271,3371 Main St,Carmel,IN,46032,FM,NP,Y,Y,,Y
5037654010,HCP09053,,Prescriber4010,4110 Main St,Detroit,MI,48201,IM,MD,Y,Y,,Y
5040408841,HCP09054,,Prescriber8841,8941 Main St,San Antonio,TX,78229,CHN,MD,Y,Y,,Y
5040747868,HCP09055,,Prescriber7868,7968 Main St,Holbrook,NY,11741,PD,MD,Y,Y,,Y
5041839125,HCP09056,,Prescriber9125,225 Main St,Warner Robins,GA,31088,PD,MD,Y,Y,,Y
5042115775,HCP09057,,Prescriber5775,5875 Main St,Atlanta,GA,30322,DR,MD,Y,Y,,Y
5042619330,HCP09058,,Prescriber9330,430 Main St,Houston,TX,77030,DEN,DDS,Y,Y,,Y
5042868648,HCP09059,,Prescriber8648,8748 Main St,Opelousas,LA,70570,FM,NP,Y,Y,,Y
5043624266,HCP09060,,Prescriber4266,4366 Main St,Houston,TX,77030,P,MD,Y,Y,,Y
5044345411,HCP09061,,Prescriber5411,5511 Main St,Houston,TX,77030,ORS,PA,Y,Y,,Y
5044643006,HCP09062,,Prescriber3006,3106 Main St,Gainesville,FL,32606,P,MD,Y,Y,,Y
5044911806,HCP09063,,Prescriber1806,1906 Main St,Batesville,MS,38606,FM,NP,Y,Y,,Y
5045722705,HCP09064,,Prescriber2705,2805 Main St,Huntersville,NC,28078,FSM,PA,Y,Y,,Y
5046091297,HCP09065,,Prescriber1297,1397 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
5046331766,HCP09066,,Prescriber1766,1866 Main St,Houston,TX,77030,PD,RN,Y,Y,,Y
5047686476,HCP09067,,Prescriber6476,6576 Main St,Chicago,IL,60612,PMD,MD,Y,Y,,Y
5047731237,HCP09068,,Prescriber1237,1337 Main St,Cleveland,OH,44195,PSC,PSY,Y,Y,,Y
5048275528,HCP09069,,Prescriber5528,5628 Main St,Houston,TX,77030,IM,MD,Y,Y,,Y
5048357668,HCP09070,,Prescriber7668,7768 Main St,Houston,TX,77030,REN,MD,Y,Y,,Y
5048960161,HCP09071,,Prescriber0161,261 Main St,Houston,TX,77030,FM,NP,Y,Y,,Y
5049379730,HCP09072,,Prescriber9730,830 Main St,Riverview,FL,33569,PD,MD,Y,Y,,Y
5050228163,HCP09073,,Prescriber8163,8263 Main St,Atlanta,GA,30322,IM,MD,Y,Y,,Y
5050321852,HCP09074,,Prescriber1852,1952 Main St,Beachwood,OH,44122,P,NP,Y,Y,,Y
5050556686,HCP09075,,Prescriber6686,6786 Main St,Miami,FL,33136,DEN,DMD,Y,Y,,Y
5050681088,HCP09076,,Prescriber1088,1188 Main St,Bay Shore,NY,11706,PD,MD,Y,Y,,Y
5050985284,HCP09077,,Prescriber5284,5384 Main St,Kansas City,KS,66160,PN,MD,Y,Y,,Y
5052160907,HCP09078,,Prescriber0907,1007 Main St,Houston,TX,77030,ON,MD,Y,Y,,Y
5052454733,HCP09079,,Prescriber4733,4833 Main St,Scottsdale,AZ,85260,PD,DO,Y,Y,,Y
5052491007,HCP09080,,Prescriber1007,1107 Main St,Houston,TX,77030,GP,RN,Y,Y,,Y
5052742846,HCP09081,,Prescriber2846,2946 Main St,Lutherville Timonium,MD,21093,PD,MD,Y,Y,,Y
5052906238,HCP09082,,Prescriber6238,6338 Main St,Bowling Green,OH,43402,FM,NP,Y,Y,,Y
5054265755,HCP09083,,Prescriber5755,5855 Main St,Asheville,NC,28804,PD,MD,Y,Y,,Y
5054706274,HCP09084,,Prescriber6274,6374 Main St,Houston,TX,77030,GP,PA,Y,Y,,Y
5054927082,HCP09085,,Prescriber7082,7182 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
5055137114,HCP09086,,Prescriber7114,7214 Main St,Houston,TX,77030,PMD,DO,Y,Y,,Y
5055158006,HCP09087,,Prescriber8006,8106 Main St,Houston,TX,77030,GP,MD,Y,Y,,Y
5055262272,HCP09088,,Prescriber2272,2372 Main St,Houston,TX,77030,GS,MD,Y,Y,,Y
5056084143,HCP09089,,Prescriber4143,4243 Main St,Houston,TX,77030,GP,MD,Y,Y,,Y
5056200287,HCP09090,,Prescriber0287,387 Main St,Houston,TX,77030,AN,APRN,Y,Y,,Y
5056387862,HCP09091,,Prescriber7862,7962 Main St,Houston,TX,77030,GP,PA,Y,Y,,Y
5056703067,HCP09092,,Prescriber3067,3167 Main St,Houston,TX,77030,FM,NP,Y,Y,,Y
5056803899,HCP09093,,Prescriber3899,3999 Main St,Houston,TX,77030,OSG,DDS,Y,Y,,Y
5056919840,HCP09094,,Prescriber9840,940 Main St,Houston,TX,77030,ADL,PA,Y,Y,,Y
5057652815,HCP09095,,Prescriber2815,2915 Main St,San Antonio,TX,78230,P,MD,Y,Y,,Y
5057827754,HCP09096,,Prescriber7754,7854 Main St,Saint Louis,MO,63129,PD,MD,Y,Y,,Y
5058662226,HCP09097,,Prescriber2226,2326 Main St,Houston,TX,77030,ON,NP,Y,Y,,Y
5059534548,HCP09098,,Prescriber4548,4648 Main St,Houston,TX,77030,DEN,DDS,Y,Y,,Y
5060392458,HCP09099,,Prescriber2458,2558 Main St,Leland,NC,28451,FM,DO,Y,Y,,Y
